All Racers - ELO and License Report
Generated on: 2025-10-28 03:21:50
========================================================================================================================

Rank   Race Name                      Discord Name              License    ELO        Steam GUID
77     Petri Airio                    N/A                       Rookie     1633       76561198085798713
78     EL Flibby (Yassine Achour)     N/A                       Rookie     1631       76561198189230328
79     Ahsan                          _askeladden__             B          1631       76561198314332959
80     MrRalphMan                     mrralphman                B          1630       76561197960844564
81     Paul Jewell                    N/A                       B          1628       76561198004283173
82     VHK                            N/A                       C          1627       76561199262858111
83     Michael Rivera-Vega            N/A                       Rookie     1627       76561198176391057
84     VM LividFizz                   N/A                       B          1625       76561198391538774
85     Nick Cruz                      N/A                       B          1625       76561198805226582
86     SLAY40                         N/A                       B          1624       76561198106043075
87     Brett Anderson(tpps43)         N/A                       B          1622       76561199441236219
88     Var                            N/A                       B          1621       76561198022591022
89     Karpet Kitty                   N/A                       Rookie     1620       76561197982947054
90     Ronan Carvalho                 N/A                       C          1619       76561198319580218
91     Arrow                          N/A                       B          1615       76561199524670691
92     Sky                            sky_576                   B          1615       76561199207208225
93     Patchy                         N/A                       B          1613       76561198198719963
94     CoolConcrete                   N/A                       Rookie     1613       76561198281535522
95     Pierre Cannon                  N/A                       Rookie     1611       76561198122768658
96     kimberlina                     N/A                       Rookie     1611       76561198977971086
97     Matias                         N/A                       Rookie     1611       76561198276199627
98     Cent                           N/A                       Rookie     1609       76561198868801266
99     Orionowy                       N/A                       Rookie     1609       76561197982801351
100    Brad White                     N/A                       B          1608       76561198303398228
101    DaveBob                        N/A                       B          1607       76561197972213088
102    Fusi0n                         N/A                       C          1607       76561198329986666
103    Marcos Cholevas                N/A                       Rookie     1606       76561199159221663
104    Afnonso Frumencio              N/A                       Rookie     1605       76561198356388117
105    FrontlineChief                 N/A                       Rookie     1605       76561198054389021
106    Jacques L.                     N/A                       B          1601       76561198126444169
107    iHateUnderscores_              N/A                       Rookie     1601       76561198031230676
108    Sam S.                         sam_gt3                   B          1600       76561197997029041
109    Alex Circi                     N/A                       B          1600       76561198133369059
110    Bojowson                       N/A                       B          1600       76561198336275966
111    Chloroform                     N/A                       B          1600       76561198065400100
112    bas1t                          N/A                       C          1598       76561198812856617
113    Vennasmin                      N/A                       Rookie     1597       76561198059805995
114    Austen Figueroa                N/A                       Rookie     1597       76561198394806148
115    C.                             N/A                       Rookie     1597       76561198042694032
116    BRIANumber7                    N/A                       C          1595       76561198072705555
117    Internex                       N/A                       C          1594       76561198168161111
118    Will Rossetti                  N/A                       Rookie     1592       76561198031958134
119    zéroàhéros                     zerotohero_               Rookie     1591       76561199230023715
120    Cheese                         N/A                       C          1591       76561199011210223
121    sam                            N/A                       Rookie     1590       76561198189440837
122    loler_xd2                      N/A                       Rookie     1590       76561198836407737
123    karzmir4                       N/A                       Rookie     1584       76561199126001712
124    LeftSinkHandle                 N/A                       C          1584       76561197997278862
125    Jorge                          N/A                       Rookie     1583       76561198137498092
126    darkskinshark                  N/A                       Rookie     1583       76561198844305025
127    kepabuldozer                   N/A                       C          1580       76561199007726593
128    Andresehn                      N/A                       C          1579       76561197999350086
129    Roberto Olivetti               N/A                       Rookie     1578       76561198084534922
130    Max Yang                       nighthawke0415            D          1578       76561198824723764
131    BarrNarrSki                    N/A                       Rookie     1576       76561199041930219
132    Matheus Albuquerque            albuquerque_19            C          1575       76561198810077542
133    brispe                         N/A                       Rookie     1575       76561198042381863
134    Skrimpers                      N/A                       Rookie     1574       76561199075926258
135    Toro4lfaro                     N/A                       C          1573       76561198136576904
136    Levison22                      N/A                       Rookie     1572       76561199067312757
137    Wiktor Koczkodaj               N/A                       D          1572       76561199021696668
138    Andy Thompson                  N/A                       C          1572       76561198150780911
139    Sergio                         N/A                       Rookie     1571       76561198046492800
140    Tanner                         N/A                       Rookie     1568       76561198983419003
141    Fata1fr3ak                     N/A                       C          1567       76561197983313145
142    Mathi                          N/A                       Rookie     1567       76561199058742993
143    Leon Jenkins                   N/A                       Rookie     1567       76561198874469608
144    Justin Zho                     N/A                       Rookie     1567       76561199429870237
145    Ferriz Achsan                  N/A                       Rookie     1567       76561198986733750
146    mark                           N/A                       Rookie     1566       76561199182918350
147    BootlegCars                    N/A                       Rookie     1566       76561198048182406
148    Marty McBriar                  N/A                       C          1566       76561198057599228
149    Lavihenillo                    N/A                       C          1565       76561198151446492
150    Orina                          N/A                       Rookie     1565       76561199390818845
151    Ricky Richmond                 N/A                       Rookie     1565       76561197993765451
152    radspad113                     N/A                       Rookie     1562       76561198857835613
153    Yasser Mohammad                N/A                       Rookie     1562       76561199168927426
154    mlody chudy                    N/A                       C          1562       76561198087419289
155    barryolo                       N/A                       Rookie     1562       76561198337958962
156    AndyPandaBear                  N/A                       Rookie     1562       76561198322213513
157    Marcus Powell                  N/A                       Rookie     1561       76561197960567663
158    KyrMartyn                      N/A                       Rookie     1561       76561199597802938
159    Jacek L.                       N/A                       Rookie     1561       76561198011475885
160    pro janusz                     N/A                       C          1560       76561198383491158
161    Cameron McIntosh               N/A                       C          1560       76561199057292223
162    Rodrigo Wilde                  N/A                       Rookie     1558       76561198030978578
163    Wagmen                         N/A                       Rookie     1558       76561199119185420
164    Jeycobb                        N/A                       Rookie     1558       76561198267758828
165    ZergFacePLA                    N/A                       Rookie     1557       76561198073960148
166    FREE PALESTINE                 N/A                       Rookie     1556       76561198873278533
167    Darky                          N/A                       C          1556       76561197981430333
168    Wifi                           N/A                       Rookie     1556       76561198096415249
169    PhyPhoestilic                  N/A                       C          1555       76561197960546602
170    Sanpatsu                       N/A                       C          1554       76561198809271978
171    Senis Vakas                    N/A                       C          1554       76561199045608403
172    Eian VanGenderen               N/A                       C          1553       76561198055627980
173    hemisphers                     N/A                       Rookie     1550       76561198043766047
174    FadeRakoon_                    N/A                       Rookie     1550       76561199143358029
175    Gelyd                          N/A                       Rookie     1550       76561199275767454
176    mochii_gv                      N/A                       Rookie     1550       76561199175548506
177    Hax.v3rt                       N/A                       C          1550       76561198153101533
178    MotoManDan827                  N/A                       Rookie     1549       76561199482928326
179    Kim Stapleton                  N/A                       Rookie     1549       76561199446563857
180    Theo.A                         N/A                       Rookie     1549       76561198241561312
181    Potato, Cheesus                N/A                       Rookie     1547       76561198309443188;76561198801402641
182    berat334407                    N/A                       C          1547       76561198964687068
183    David Montahuano               N/A                       Rookie     1547       76561199054063793
184    zsiros                         N/A                       Rookie     1547       76561199222276851
185    Titi Colectinha                N/A                       Rookie     1546       76561198829980480
186    Hachero                        N/A                       Rookie     1546       76561198116081308
187    hachiroku86                    N/A                       C          1546       76561199396093856
188    tactigoofy                     N/A                       Rookie     1546       76561198267336474
189    Ken W                          N/A                       Rookie     1546       76561198009870477
190    Andre Martins                  N/A                       Rookie     1545       76561198169831294
191    EvilFT                         N/A                       Rookie     1544       76561198313042412
192    xMarincx                       N/A                       C          1544       76561198263620310
193    driftkngg                      N/A                       Rookie     1544       76561199636809480
194    Darkzwy                        N/A                       C          1544       76561199063051840
195    Lefty Joe                      N/A                       Rookie     1543       76561198048898470
196    Oli                            N/A                       C          1543       76561199208661282
197    George                         N/A                       Rookie     1543       76561197963613898
198    B1SMILLAH                      N/A                       Rookie     1543       76561198314800807
199    Gergely K.                     N/A                       Rookie     1543       76561198164954668
200    Paul Verboonen                 N/A                       Rookie     1543       76561198130584179
201    Pyrogue                        N/A                       D          1542       76561199055128206
202    vladb                          N/A                       Rookie     1541       76561198149311099
203    Dvyil                          N/A                       Rookie     1540       76561199089380513
204    Fenn Chapman                   N/A                       Rookie     1539       76561198824770426
205    VaughnG71                      N/A                       Rookie     1539       76561198029171083
206    Borja Kankkunen                N/A                       C          1539       76561198344024606
207    M.Calderón                     N/A                       Rookie     1538       76561199172924739
208    XWNR                           N/A                       Rookie     1538       76561199069523575
209    Jeff Daoust                    N/A                       Rookie     1538       76561198890654817
210    dairy                          N/A                       C          1538       76561199087665056
211    d00z                           N/A                       C          1538       76561198804634501
212    Cagermon                       cagermon                  C          1538       76561199201849923
213    Mau                            N/A                       Rookie     1538       76561198238012286
214    c0ffey                         N/A                       Rookie     1537       76561198045246378
215    Jeremy Chastain                N/A                       Rookie     1537       76561199206997901
216    H4RVIN9991                     N/A                       Rookie     1536       76561199007564215
217    JayBl                          N/A                       Rookie     1535       76561198846547500
218    Stirlin9Moss                   N/A                       Rookie     1535       76561198797341739
219    pifpaf                         N/A                       Rookie     1535       76561199519599375
220    AtlasSpace                     N/A                       Rookie     1534       76561198388799078
221    uppy06                         N/A                       Rookie     1534       76561198349306087
222    Raul Torrico                   N/A                       Rookie     1534       76561198115323834
223    GST                            N/A                       Rookie     1533       76561197976178833
224    {ZULU} KillBill                N/A                       Rookie     1533       76561198016379386
225    FantasyM                       N/A                       C          1533       76561199188834548
226    pppoopoo                       N/A                       Rookie     1533       76561199016517634
227    YusufAzhar                     N/A                       C          1532       76561199160851744
228    xXJaZillaBruXx                 N/A                       Rookie     1532       76561199044398303
229    Mogo, Jäwa                     N/A                       Rookie     1532       76561197979979433;76561199027589694
230    SindiTheDriver                 N/A                       Rookie     1532       76561198382209854
231    Thanks Obama                   N/A                       Rookie     1532       76561198089372854
232    Shiro                          N/A                       Rookie     1531       76561198137322371
233    Kis Balazs                     N/A                       Rookie     1531       76561198335081743
234    ROMAN                          N/A                       Rookie     1531       76561199116543638
235    Amarow_                        N/A                       Rookie     1530       76561198143606393
236    Mr_Ant87                       N/A                       Rookie     1530       76561198242391840
237    SDGambit                       N/A                       Rookie     1530       76561197969193463
238    KWes                           N/A                       C          1530       76561198348511025
239    Sunday Driver                  N/A                       C          1530       76561198121317564
240    Aiden                          N/A                       Rookie     1530       76561198208944111
241    CoachL9                        N/A                       C          1530       76561198207149351
242    Kuba Rak                       N/A                       Rookie     1530       76561198047832452
243    Player                         N/A                       Rookie     1529       76561199048724626
244    Toko                           N/A                       Rookie     1529       76561199620069816
245    Bleky146                       N/A                       Rookie     1529       76561198122083292
246    KeveveK                        N/A                       Rookie     1529       76561198355449180
247    Frank                          N/A                       Rookie     1529       76561198225837660
248    Ellis                          N/A                       Rookie     1529       76561198330045169
249    Ejesesei                       N/A                       C          1529       76561199470431429
250    Phillip Ellis                  N/A                       Rookie     1528       76561198039346740
251    comrade14andrei                N/A                       C          1528       76561197982974934
252    maquandt                       N/A                       Rookie     1528       76561199136807034
253    Zoomies                        N/A                       Rookie     1528       76561198117403132
254    TMF | mau                      N/A                       Rookie     1528       76561198044760121
255    Essfiftytwo                    N/A                       Rookie     1528       76561198401992912
256    Mackank                        N/A                       Rookie     1528       76561198107071821
257    Charlie                        N/A                       Rookie     1527       76561199145472197
258    Coreia                         N/A                       Rookie     1527       76561198253570371
259    Gravgrav                       N/A                       Rookie     1527       76561197995729560
260    Splendid                       N/A                       Rookie     1527       76561197971872704;76561199194755492
261    AkHermit                       N/A                       Rookie     1527       76561198330010485
262    BENJA. W                       N/A                       Rookie     1527       76561199177151499
263    ThomasIsReady                  N/A                       Rookie     1527       76561199072059059
264    Pausch                         gimmick7883               C          1527       76561198093689833
265    Sexy Snail                     N/A                       Rookie     1526       76561198114985375
266    Andre Filipe Ribeiro Barros    N/A                       Rookie     1526       76561198330396186
267    T.Sydney                       N/A                       D          1526       76561199667740422
268    RobertClio                     N/A                       Rookie     1526       76561198023604576
269    Connor Potter                  N/A                       Rookie     1526       76561199645358107
270    S2YMX                          N/A                       Rookie     1525       76561198076356257
271    Dimas                          N/A                       Rookie     1525       76561197999197404
272    RalphaTauri                    N/A                       Rookie     1525       76561199217875819
273    Luna de Wit                    N/A                       Rookie     1525       76561198220739096
274    Guilherme Santiago             N/A                       Rookie     1524       76561198131517753
275    Rebeen                         N/A                       Rookie     1524       76561199503683115
276    RaibaRSG654                    N/A                       Rookie     1524       76561199371363718
277    Gus                            N/A                       C          1524       76561197993727460
278    VladTheMeatMan                 N/A                       Rookie     1523       76561199013326611
279    IronBloodAxe793                N/A                       Rookie     1523       76561198165070391
280    TheRedBean                     N/A                       Rookie     1523       76561199487233242
281    Nut Driver                     N/A                       Rookie     1523       76561198085938744
282    Minas Cholevas                 N/A                       Rookie     1523       76561198278693489
283    Rolf Imhof                     N/A                       Rookie     1523       76561197995483212
284    Benjabanana                    benjabanana11             C          1523       76561199012197160
285    Maxence                        N/A                       Rookie     1522       76561198814565565
286    Leo Cardoso                    N/A                       Rookie     1522       76561197968563540
287    Splendid                       N/A                       Rookie     1522       76561197971872704;76561198008585393
288    Sky22                          N/A                       Rookie     1522       76561198341451112
289    R. Araujo, P. Ricardo          N/A                       Rookie     1522       76561198324203128;76561198359514051
290    Colmer                         N/A                       Rookie     1522       76561198799119588
291    itsm_tt                        N/A                       Rookie     1522       76561198109758560
292    SpeedBump, Gggrumpy_pppprint   N/A                       Rookie     1522       76561198987735116;76561199402867444
293    TheDutchSteww                  N/A                       Rookie     1522       76561199643257651
294    Valentinツ                      N/A                       Rookie     1521       76561198307476555
295    Egodius                        N/A                       Rookie     1521       76561198932104112
296    Joe Martin                     N/A                       Rookie     1521       76561199204816229
297    trapitx                        N/A                       Rookie     1521       76561198002090430
298    proaxiscockpit1                N/A                       Rookie     1520       76561199477909897
299    Lee                            N/A                       Rookie     1520       76561198104776684
300    Greddy2die                     N/A                       Rookie     1520       76561198166373889
301    Player                         N/A                       Rookie     1520       76561199759073724
302    Jasen Rothe                    N/A                       Rookie     1520       76561198280394901
303    Shane Rose                     N/A                       Rookie     1519       76561198986985192
304    Yuxri_                         N/A                       Rookie     1519       76561199103752329
305    FASTANDFURIOUS                 N/A                       C          1519       76561198035874169
306    👮 | Muchacho_AC | 👮            N/A                       Rookie     1519       76561198125402844
307    9000                           N/A                       Rookie     1519       76561198207659588
308    Player                         N/A                       Rookie     1519       76561198893650464
309    Rmlahud                        N/A                       Rookie     1519       76561198354320937
310    Leon                           N/A                       Rookie     1519       76561199069473055
311    Paul Kirn                      N/A                       Rookie     1519       76561199062772620
312    3batzz._                       N/A                       Rookie     1519       76561199014135952
313    peybs                          N/A                       Rookie     1519       76561199191933748
314    fabii22                        N/A                       Rookie     1518       76561198815927546
315    Grello48                       N/A                       Rookie     1518       76561199436508024
316    foffles105                     N/A                       C          1518       76561198350077966
317    Le Doge                        N/A                       Rookie     1518       76561198220590268
318    Socks!                         N/A                       Rookie     1518       76561198119776708
319    Killerkartoffel                N/A                       C          1518       76561198170363978
320    Rigertas Sazanskis             N/A                       Rookie     1518       76561199263171993
321    Baljeet                        N/A                       Rookie     1517       76561198301425062
322    cr0wley13                      N/A                       Rookie     1517       76561198968277103
323    Lich King                      N/A                       C          1517       76561198301613804
324    B3Ice                          N/A                       Rookie     1517       76561198236387592
325    a-12                           N/A                       Rookie     1517       76561199487211522
326    Dark Lounge                    N/A                       D          1517       76561198040631272
327    pork_rib                       N/A                       Rookie     1517       76561198362542552
328    ☩ Team Emperor | Benji         N/A                       Rookie     1517       76561198827117789
329    Marmlo                         N/A                       Rookie     1517       76561198209231325
330    James E                        N/A                       C          1517       76561199069083784
331    eduardo                        N/A                       Rookie     1516       76561198056917462
332    Kamil Dziadek                  N/A                       Rookie     1516       76561198026746239
333    KiPlaY                         N/A                       Rookie     1516       76561198974939251
334    moonunit42                     N/A                       Rookie     1516       76561198044993880
335    Nickodicko, WooHooMan43        N/A                       Rookie     1516       76561198360326108;76561198979459890
336    GiantLeap                      N/A                       Rookie     1516       76561198137455959
337    PCdrift                        N/A                       Rookie     1515       76561198070050689
338    Antonin                        N/A                       Rookie     1515       76561199137992020
339    antho                          N/A                       Rookie     1515       76561198163643173
340    Emacx                          N/A                       Rookie     1515       76561198141563612
341    Tuhero                         N/A                       Rookie     1515       76561198045522603
342    Sneeper92                      N/A                       Rookie     1515       76561199478085486
343    Player                         N/A                       Rookie     1515       76561198816242220
344    Anita Max Wynn                 N/A                       Rookie     1515       76561199024728350
345    BRENNEN                        N/A                       Rookie     1515       76561198840040642
346    Revzk                          N/A                       Rookie     1515       76561198261930891
347    AyaanA                         N/A                       Rookie     1515       76561199110046941
348    rossada                        N/A                       Rookie     1514       76561198060752380
349    Gil                            N/A                       Rookie     1514       76561198013859484
350    cookie                         N/A                       Rookie     1514       76561198008349810
351    anemonism                      N/A                       C          1514       76561199037469182
352    Lucas Lima                     N/A                       Rookie     1514       76561198285341331
353    Pineapple the Fruit Dude       N/A                       Rookie     1514       76561198873010777
354    Maple On Dead Pedals           N/A                       C          1514       76561199179068038
355    Ze Cunha                       N/A                       Rookie     1514       76561198021577255
356    Sommerc09                      N/A                       Rookie     1513       76561199475375441
357    Luc__00                        N/A                       Rookie     1513       76561198162150178
358    Luigichadgamer                 N/A                       Rookie     1513       76561198959607755
359    MightyBeast                    N/A                       Rookie     1513       76561198394600145
360    Erkenbrands                    N/A                       C          1513       76561198038557517
361    juiceza                        N/A                       Rookie     1513       76561198238132230
362    OffGridArcade                  N/A                       Rookie     1513       76561198442309042
363    Js.Choi                        N/A                       Rookie     1513       76561198090555634
364    ryanborstelmann                N/A                       C          1512       76561199262700322
365    Player                         N/A                       Rookie     1512       76561199630482516
366    Miki_on_kartofel               N/A                       Rookie     1512       76561199065716443
367    Santino Benavidez              N/A                       Rookie     1511       76561199094759277
368    RTP QWURCLE                    N/A                       Rookie     1511       76561199502656393
369    Sage                           N/A                       Rookie     1511       76561198278976160
370    st00pit                        N/A                       Rookie     1511       76561198940275704
371    Roberto Iofalo                 N/A                       Rookie     1511       76561198168321657
372    amaroYF                        N/A                       Rookie     1511       76561198065626590
373    Piggy5629                      N/A                       Rookie     1511       76561199304963627
374    blxckdanielvdb                 N/A                       Rookie     1511       76561199418758949
375    Snooze Verstappen              N/A                       Rookie     1511       76561199173082953
376    Berries                        N/A                       Rookie     1511       76561197994917313
377    Speedyey                       N/A                       Rookie     1511       76561198073549607
378    AxelGamesYTS                   N/A                       Rookie     1511       76561198404716693
379    ?�熬?�叫                         N/A                       Rookie     1511       76561198415258996
380    台南白海豚                          N/A                       Rookie     1511       76561199383715254
381    Gillolface                     N/A                       C          1511       76561198386154171
382    diabetesboy5                   N/A                       Rookie     1511       76561198450839258
383    KK                             N/A                       Rookie     1511       76561199226956093
384    VICIOUS MOGGER                 N/A                       Rookie     1511       76561199654247456
385    MrToast                        N/A                       Rookie     1511       76561198161130187
386    Alejandroo                     N/A                       Rookie     1511       76561199319697649
387    HMG                            heremegive                C          1511       76561198211020029
388    mutanofn                       N/A                       Rookie     1510       76561198207220595
389    Larsi                          N/A                       Rookie     1510       76561198119112872
390    Salt                           N/A                       Rookie     1510       76561198422196868
391    GimmieYoWallet                 N/A                       Rookie     1510       76561198031902350
392    butter                         N/A                       Rookie     1510       76561198989576792
393    Potato, ZeroToHero             N/A                       Rookie     1510       76561198801402641;76561199230023715
394    BenChaggares46                 N/A                       Rookie     1509       76561198822151823
395    angel_and_devils               N/A                       Rookie     1509       76561199439080040
396    Carlos                         N/A                       Rookie     1509       76561198119672277
397    o0Nasser0o                     N/A                       Rookie     1509       76561199239217901
398    Jake Johansen                  N/A                       Rookie     1509       76561198047230400
399    Iosh, Patchy, ProjectPurple    N/A                       Rookie     1509       76561198198719963;76561199008053666;76561199016198981
400    vis                            N/A                       Rookie     1509       76561198012795794
401    FKW BlackWidow                 N/A                       Rookie     1508       76561198362819555
402    pilotboy651                    N/A                       Rookie     1508       76561198162440753
403    Thomas                         N/A                       Rookie     1508       76561198047002406;76561199183099394
404    R. Araujo                      N/A                       C          1508       76561198324203128
405    AWOL                           N/A                       Rookie     1508       76561198073042321
406    supercat810                    N/A                       Rookie     1508       76561198883821843
407    WhiteLightning                 N/A                       Rookie     1508       76561198866646111
408    SuperHuhman                    N/A                       Rookie     1508       76561198101622977
409    Stefan Kroll                   N/A                       Rookie     1508       76561198063173910
410    Spudnik                        N/A                       Rookie     1508       76561198001558365
411    FL8                            N/A                       Rookie     1508       76561199684391687
412    Sergiu Novac                   N/A                       Rookie     1508       76561199057804650
413    Genji                          N/A                       Rookie     1507       76561198362188457
414    Fran                           N/A                       Rookie     1507       76561199102938814
415    Jolasticot                     N/A                       Rookie     1507       76561198957220210
416    mez                            N/A                       Rookie     1507       76561199090096339
417    Mentx                          N/A                       Rookie     1507       76561198084662366
418    MrPritchard                    N/A                       Rookie     1507       76561198064986241
419    Mr_Ford65                      N/A                       Rookie     1507       76561198257025033
420    I.R.O.N. USA                   N/A                       Rookie     1507       76561198018656515
421    Sulphuric                      N/A                       Rookie     1507       76561199150909752
422    jiaxi612                       N/A                       Rookie     1507       76561199543268544
423    mattrap                        N/A                       Rookie     1507       76561197965045581
424    milkman                        N/A                       Rookie     1507       76561199081466855
425    Tommy boy, SpeedBump           N/A                       Rookie     1507       76561198047002406;76561198987735116
426    Bartłomiej Gozdek              N/A                       Rookie     1507       76561198962312812
427    chribreu420                    N/A                       Rookie     1507       76561198286103208
428    splash zone                    N/A                       Rookie     1507       76561198096322250
429    Danielle                       N/A                       Rookie     1507       76561198140321276
430    chonk0                         N/A                       Rookie     1507       76561199014676488
431    KyoteiJ30                      N/A                       Rookie     1507       76561198147823146
432    GOATDOGGY                      N/A                       Rookie     1507       76561198097650206
433    maurovie                       N/A                       Rookie     1507       76561198963456650
434    Zink Slayer                    N/A                       Rookie     1507       76561199063311261
435    aura consumer                  N/A                       Rookie     1507       76561199067612092
436    M.Platt                        N/A                       Rookie     1507       76561199122961600
437    scrappyelk                     N/A                       Rookie     1507       76561198967834986
438    Banray                         N/A                       Rookie     1507       76561198390093491
439    Z1Z1_Fast                      N/A                       Rookie     1507       76561197966667485
440    KimJong Un II                  N/A                       Rookie     1507       76561198826024907
441    Toister                        N/A                       Rookie     1507       76561198169894631
442    MULTI_21                       N/A                       Rookie     1507       76561198338899456
443    Novus                          N/A                       Rookie     1507       76561198877520451
444    Kacper Jarzynowski             N/A                       D          1507       76561198023064581
445    hurmpiedurmpie                 N/A                       Rookie     1507       76561198333869533
446    Cyril Adams                    N/A                       Rookie     1507       76561198843270763
447    Ignacio Maitenon               N/A                       Rookie     1506       76561198296028754
448    Erza                           N/A                       Rookie     1506       76561198316266286
449    Mangooseeo                     N/A                       Rookie     1506       76561198970681538
450    Sebastian Oliver               N/A                       Rookie     1506       76561198961754130
451    Syrag                          N/A                       Rookie     1505       76561199468479096
452    Pouic                          N/A                       Rookie     1505       76561198081239201
453    TMF Randall                    N/A                       Rookie     1505       76561198130894765
454    Maeyama                        N/A                       Rookie     1505       76561198271231857
455    Wld                            N/A                       Rookie     1505       76561198201988785
456    Paolo Mangente                 N/A                       Rookie     1505       76561198220556983
457    mongo_slade                    N/A                       Rookie     1505       76561199804339714
458    Nicolas Romitelli              N/A                       Rookie     1505       76561198187819521
459    fts_e36                        N/A                       Rookie     1505       76561198862453376
460    Titi                           N/A                       Rookie     1505       76561199865479056
461    Pakeo                          N/A                       Rookie     1504       76561198861266088
462    kotora                         N/A                       Rookie     1504       76561198183063381
463    Lua                            N/A                       Rookie     1504       76561198290894827
464    играет профессио               N/A                       Rookie     1504       76561199145422856
465    TemakiEBom                     N/A                       Rookie     1504       76561198120808978
466    venom62600                     N/A                       Rookie     1504       76561199179445923
467    Joe                            N/A                       Rookie     1504       76561198092721349
468    ryan                           N/A                       Rookie     1504       76561199141761179
469    Philipower                     N/A                       Rookie     1504       76561198952526653
470    Potato Aim                     N/A                       Rookie     1504       76561199132478655
471    ironcow911                     N/A                       Rookie     1504       76561198803294261
