All Racers - ELO and License Report
Generated on: 2025-10-04 15:38:58
========================================================================================================================

Rank   Race Name                      Discord Name              License    ELO        Steam GUID
940    Kimi Raikkonen                 N/A                       Rookie     1482       76561198802782867
941    IM_Melee                       N/A                       Rookie     1482       76561198847921481
942    Noah F                         N/A                       D          1482       76561199260115528
943    barb                           N/A                       Rookie     1482       76561198860865739
944    Arturito                       N/A                       Rookie     1482       76561198068912790
945    Arkhen                         N/A                       D          1482       76561198063790107
946    Rodrigo Martinez               N/A                       Rookie     1481       76561199011349394
947    ShroomShaman                   N/A                       Rookie     1481       76561198254963165
948    Lalu                           N/A                       Rookie     1481       76561198237877032
949    Hutch                          N/A                       Rookie     1481       76561198165089601
950    bob11223322                    N/A                       Rookie     1481       76561199122039373
951    L1ttl3b34r69                   N/A                       Rookie     1481       76561198369808500
952    Mirko Plachta                  N/A                       Rookie     1481       76561198137449578
953    BaranBard                      N/A                       Rookie     1481       76561198214422967
954    DRUGOVICH                      N/A                       Rookie     1481       76561198273507594
955    dzaya2008                      N/A                       Rookie     1481       76561199471830380
956    jaljr                          N/A                       Rookie     1481       76561198178091223
957    Pichi08                        N/A                       Rookie     1481       76561199161457181
958    heikoschnider                  N/A                       Rookie     1481       76561198022524713
959    MechanicEric                   N/A                       D          1481       76561198244175272
960    Zifz                           N/A                       Rookie     1481       76561199133792313
961    Pones                          N/A                       Rookie     1480       76561198039766148
962    NeterRen                       N/A                       Rookie     1480       76561198110364117
963    Zwecklos                       N/A                       Rookie     1480       76561198029602407
964    felipechehade                  N/A                       Rookie     1480       76561198022222521
965    oprsystem                      N/A                       Rookie     1480       76561198802508082
966    Adail Freitas                  N/A                       Rookie     1480       76561197991391742
967    Edandan_05                     N/A                       Rookie     1480       76561198377249574
968    Neptuno                        N/A                       Rookie     1480       76561198197784405
969    Liam14                         liam.1427                 D          1480       76561198354065957
970    Jonny                          N/A                       Rookie     1480       76561199103389655
971    mastapogi                      N/A                       D          1480       76561197962993162
972    Pirigrin                       N/A                       Rookie     1479       76561198188327758
973    Zé da manga                    N/A                       Rookie     1479       76561198345826817
974    unknownUI1                     N/A                       Rookie     1479       76561199123932885
975    MVargas                        N/A                       Rookie     1479       76561198978962658
976    Liam Wood                      N/A                       Rookie     1479       76561198255428457
977    Greva                          N/A                       Rookie     1479       76561198809224140
978    MARIVALDO                      N/A                       Rookie     1479       76561198976920806
979    nzo                            N/A                       Rookie     1479       76561198798114170
980    MLG_RAPTOR                     N/A                       Rookie     1479       76561198144452752
981    jason_c                        N/A                       Rookie     1479       76561198000608178
982    Guillem Palahí                 N/A                       Rookie     1479       76561199816465730
983    Lucas                          N/A                       Rookie     1479       76561199831792842
984    RatPyBay                       N/A                       Rookie     1479       76561198837175789
985    HighClassTrailerTrash          N/A                       Rookie     1479       76561198359130396
986    EdgarTheTerrible               N/A                       Rookie     1478       76561199069410069
987    Saligma                        N/A                       Rookie     1478       76561198194180714
988    Demonic                        N/A                       Rookie     1478       76561197970684845
989    Cheifer                        N/A                       Rookie     1478       76561198401998929
990    Chico de la AKD                N/A                       Rookie     1478       76561198812111045
991    Josh Kampfer                   N/A                       Rookie     1478       76561198320815481
992    YUNTHEKID                      N/A                       Rookie     1478       76561199247995537
993    MyEyesSweatin'                 N/A                       Rookie     1478       76561199124578354
994    Sky                            N/A                       Rookie     1478       76561197960287930
995    Pazdzioszek                    N/A                       Rookie     1478       76561199054304117
996    AndyQ                          N/A                       Rookie     1478       76561198017481596
997    TF | EL_mushys.ttv             N/A                       Rookie     1478       76561198072684808
998    MAXBOMB                        N/A                       Rookie     1477       76561198032455125
999    @Donner_race                   N/A                       Rookie     1477       76561199061980854
1000   raptrz_                        N/A                       Rookie     1477       76561198198144015
1001   DIED IN AK                     N/A                       Rookie     1477       76561198192667058
1002   Lando Sainz                    N/A                       Rookie     1477       76561198316241187
1003   Rhys Demazure                  N/A                       Rookie     1477       76561199269013950
1004   MegaEpicGame                   N/A                       Rookie     1477       76561198057949668
1005   clement.turnau                 N/A                       Rookie     1477       76561199389389780
1006   Murat                          N/A                       Rookie     1477       76561198133316934
1007   spicybubs                      N/A                       Rookie     1477       76561198959813869
1008   Christian Crafton              N/A                       D          1477       76561198866622807
1009   SlothCroissant, Josh Fulton    N/A                       Rookie     1477       76561198013813110;76561199262700322
1010   Boeber                         N/A                       Rookie     1477       76561198887180534
1011   colvie                         N/A                       Rookie     1477       76561199429023841
1012   RobJSE                         N/A                       Rookie     1477       76561199785572757
1013   NocXide                        N/A                       Rookie     1477       76561198009746522
1014   colecremen                     N/A                       D          1477       76561199808772820
1015   Kjapa                          N/A                       Rookie     1477       76561198331234397
1016   Marc den Besten                N/A                       Rookie     1477       76561198039337092
1017   Donut                          N/A                       Rookie     1476       76561197981500982
1018   scott                          N/A                       Rookie     1476       76561198078295225
1019   Cesar Cruz M                   N/A                       Rookie     1476       76561198022346232
1020   Manuel Garcia                  N/A                       Rookie     1476       76561198349223291
1021   Sniper86                       N/A                       Rookie     1476       76561198032737293
1022   panzerjens93@ttv               N/A                       Rookie     1476       76561198018870657
1023   LasosRudebwoy                  N/A                       Rookie     1476       76561199123700110
1024   tacosandpizza                  N/A                       Rookie     1476       76561198144960000
1025   RowanChung                     N/A                       Rookie     1476       76561199537992257
1026   jaydenlzy06                    N/A                       Rookie     1476       76561199407212117
1027   Dutch876                       N/A                       Rookie     1476       76561199655458618
1028   German Alvarez Herrera         N/A                       Rookie     1476       76561198803161900
1029   ChilledIce                     N/A                       D          1476       76561199020767185
1030   kami                           N/A                       Rookie     1476       76561198150678277
1031   javier A.                      N/A                       Rookie     1476       76561199229046264
1032                                  N/A                       Rookie     1476       76561198962036296
1033   擺久蛤蜊                           N/A                       Rookie     1476       76561198864511721
1034   jasper                         jamper3653                D          1476       76561199482713847
1035   T1LT                           N/A                       Rookie     1476       76561198145482518
1036   mohammed372                    N/A                       Rookie     1476       76561199454984026
1037   carlosdelriomtz                N/A                       Rookie     1476       76561199075230625
1038   Kucoo                          N/A                       Rookie     1475       76561198038919272
1039   gabs303                        N/A                       Rookie     1475       76561197996306918
1040   Jose Alberto Cervantes         N/A                       Rookie     1475       76561198803114303
1041   Emily Luke                     N/A                       Rookie     1475       76561198147487254
1042   Andy Hochinyavong              N/A                       Rookie     1475       76561198201066562
1043   veaceonee                      N/A                       D          1475       76561198016948145
1044   V. Ramos                       N/A                       Rookie     1475       76561198373752540
1045   XCRMIZAR                       N/A                       Rookie     1475       76561199471172937
1046   Dovahkiin Banana               N/A                       Rookie     1475       76561198091982997
1047   Pete                           N/A                       D          1475       76561199201776209
1048   prim_type_r                    N/A                       Rookie     1475       76561198269107639
1049   Worse than dead kittens        N/A                       Rookie     1475       76561198027713704
1050   Fongo                          N/A                       Rookie     1475       76561198171620867
1051   Christian Crafton              N/A                       Rookie     1475       76561198420613002;76561198866622807
1052   Jude Cruickshank               N/A                       Rookie     1475       76561199453247296
1053   Garfildowy                     N/A                       Rookie     1475       76561199574033498
1054   Dzouzef2                       N/A                       Rookie     1475       76561199429163124
1055   Palpable_Confusion             N/A                       Rookie     1475       76561198099154378
1056   AzuriLeo                       N/A                       D          1475       76561199224903196
1057   augee                          N/A                       Rookie     1475       76561198869584476
1058   Army                           N/A                       Rookie     1475       76561197960271610
1059   ThYeeetnator                   N/A                       Rookie     1475       76561198389551424
1060   yeezus                         N/A                       D          1474       76561198111489515
1061   SID                            N/A                       D          1474       76561198305066352
1062   Pec1s                          N/A                       Rookie     1474       76561199079290661
1063   EL Micha                       N/A                       Rookie     1474       76561198288363478
1064   Rambo Mistico                  N/A                       Rookie     1474       76561198281239971
1065   H1pbone                        N/A                       Rookie     1474       76561199124537968
1066   samp                           N/A                       Rookie     1474       76561199244453529
1067   Teralink                       N/A                       Rookie     1474       76561199021396250
1068   BeastChief                     N/A                       D          1474       76561198084306653
1069   Ferreira                       N/A                       Rookie     1474       76561198008498882
1070   DK                             N/A                       Rookie     1474       76561198053947842
1071   manzbay                        N/A                       Rookie     1474       76561199084219954
1072   Ignacio                        N/A                       Rookie     1473       76561199055569208
1073   ciscoducasse99                 N/A                       Rookie     1473       76561199105980483
1074   Mirza Beg                      N/A                       Rookie     1473       76561199076171551
1075   Dexter                         N/A                       Rookie     1473       76561199403053978
1076   ando                           N/A                       Rookie     1473       76561199395188419
1077   Lyxian                         N/A                       Rookie     1473       76561198325788745
1078   B. Ciurej                      N/A                       Rookie     1473       76561198360097320
1079   tommy                          N/A                       Rookie     1473       76561198839135859
1080   adamek63                       N/A                       Rookie     1473       76561199021866422
1081   Nosferato                      N/A                       Rookie     1473       76561199138821543
1082   kxngkyev                       N/A                       Rookie     1473       76561199094223071
1083   Dave                           N/A                       Rookie     1473       76561197987263482
1084   buva666                        N/A                       Rookie     1473       76561199748062845
1085   rnjordan2000                   N/A                       Rookie     1472       76561198036805372
1086   Schaderk                       N/A                       Rookie     1472       76561198234201784
1087   Alan Montes                    N/A                       D          1472       76561198416337099
1088   OmegaVR                        N/A                       Rookie     1472       76561197992632686
1089   SalmonEggs                     N/A                       D          1472       76561198112229607
1090   marek sedlák                   N/A                       Rookie     1472       76561199121862034
1091   t3ll                           N/A                       Rookie     1472       76561198361468987
1092   MikhailKillsZombies            N/A                       Rookie     1472       76561198867344965
1093   ankylosaurus                   N/A                       Rookie     1472       76561199188267389
1094   raz18                          N/A                       Rookie     1472       76561199093215562
1095   FL2                            N/A                       Rookie     1472       76561199641745095
1096   IdioticPiano424                N/A                       Rookie     1471       76561199052570652
1097   Mark Kirkdorffer               N/A                       Rookie     1471       76561198885972315
1098   Kinkas Jones                   N/A                       Rookie     1471       76561198013821163
1099   CAR                            N/A                       Rookie     1471       76561199009991160
1100   JakeInaBox                     N/A                       Rookie     1471       76561198295783688
1101   Tyon14f                        N/A                       Rookie     1471       76561199390222236
1102   GmoddedSteve                   N/A                       Rookie     1471       76561198126439436
1103   apih99                         N/A                       Rookie     1471       76561198314704414
1104   Flumpy                         N/A                       Rookie     1471       76561199052345506
1105   max7online                     N/A                       Rookie     1471       76561199045168194
1106   squeeze gdot                   N/A                       Rookie     1471       76561199104952669
1107   Tyler                          N/A                       Rookie     1471       76561198195043922
1108   Klav Gad                       N/A                       Rookie     1471       76561198340658928
1109   Ed Niland                      N/A                       Rookie     1471       76561198037577473
1110   Kanapkowicz                    N/A                       Rookie     1471       76561198056850130
1111   TPNxl                          N/A                       Rookie     1470       76561198189617266
1112   X9nerlan                       N/A                       Rookie     1470       76561198267963539
1113   BluzZ                          N/A                       Rookie     1470       76561199076083355
1114   oNaC!                          N/A                       Rookie     1470       76561197960346257
1115   Robin                          N/A                       Rookie     1470       76561198957909240
1116   Cigány Vadász 3000             N/A                       Rookie     1470       76561198356144146
1117   Justin Tutterow                N/A                       Rookie     1470       76561198006573508
1118   Abutaa                         N/A                       Rookie     1470       76561199568386851
1119   NelSenna                       N/A                       Rookie     1470       76561198242131704
1120   AtYPik                         N/A                       Rookie     1470       76561198966304636
1121   Nido                           N/A                       Rookie     1470       76561198069904227
1122   Nate Winn                      N/A                       D          1470       76561198215115265
1123   Luca Cucchiari                 N/A                       Rookie     1470       76561198061014609
1124   Beanzzzz                       N/A                       Rookie     1470       76561198883333637
1125   kolins                         N/A                       Rookie     1470       76561199077926177
1126   TheNinJaRA1                    N/A                       Rookie     1470       76561199143701437
1127   Atomsk                         N/A                       Rookie     1470       76561198830161611
1128   Sound                          N/A                       D          1469       76561198324221515
1129   Flunky                         N/A                       Rookie     1469       76561198972968994
1130   Hanibal                        N/A                       Rookie     1469       76561197996820376
1131   Karre                          N/A                       Rookie     1469       76561198923111637
1132   Mario from The Legend of Zelda N/A                       Rookie     1469       76561198063794112
1133   Foivos Zygomalas               N/A                       Rookie     1469       76561198120443454
1134   Alvaro Deus                    N/A                       Rookie     1469       76561198276904155
1135   MOVRA                          N/A                       Rookie     1469       76561199024432250
1136   Ricky (VR)                     N/A                       Rookie     1469       76561198373008199
1137   champi                         N/A                       Rookie     1469       76561199146121574
1138   Green Dog                      N/A                       Rookie     1469       76561199162131641
1139   NotKeiichi                     N/A                       Rookie     1469       76561198325413239
1140   Tommy Bodycombe                N/A                       Rookie     1469       76561199429248275
1141   Bezuto                         N/A                       Rookie     1469       76561198317630866
1142   Rocky Balboington              N/A                       Rookie     1469       76561199197972743
1143   Passadouro                     N/A                       Rookie     1469       76561198285175450
1144   Knull                          N/A                       Rookie     1468       76561198169399361
1145   anthonycpersaud                N/A                       Rookie     1468       76561199507793015
1146   Lucas2205alves                 N/A                       Rookie     1468       76561198144439205
1147   Miguel Braga                   N/A                       Rookie     1468       76561198110972604
1148   ABLINKIN77                     N/A                       Rookie     1468       76561198071881636
1149   Antihuman                      N/A                       D          1468       76561198049986783
1150   Ariel Audubert                 N/A                       Rookie     1468       76561199304586703
1151   blackout                       N/A                       D          1468       76561198341258861
1152   Sam Martin                     N/A                       D          1468       76561199122318172
1153   tavo2730                       N/A                       Rookie     1468       76561198363614504
1154   SrVic                          N/A                       Rookie     1468       76561198881310139
1155   Stefan Desroches               N/A                       Rookie     1468       76561198215617953
1156   Matt "Doom" De Lara            N/A                       D          1468       76561198355000316
1157   NextGenZain                    N/A                       Rookie     1468       76561199089977309
1158   Scrubbzy                       N/A                       Rookie     1467       76561198055432294
1159   cobfox                         N/A                       Rookie     1467       76561198019587806
1160   Rens-EE9                       N/A                       Rookie     1467       76561199056692008
1161   Donavon_                       N/A                       Rookie     1467       76561198252127400
1162   Yanniek Versteeg               N/A                       Rookie     1467       76561199033233672
1163   ONIX163                        N/A                       Rookie     1467       76561199569859853
1164   dyedquartz                     N/A                       Rookie     1467       76561198102086146
1165   littlegothbitch                N/A                       Rookie     1466       76561198026919983
1166   Jurg1s                         N/A                       Rookie     1466       76561198883757593
1167   Tiago Pinto                    N/A                       Rookie     1466       76561198846955251
1168   Ak_McNasty_907                 N/A                       Rookie     1466       76561198121125119
1169   router                         N/A                       Rookie     1466       76561197982719940
1170   zamn                           N/A                       D          1466       76561199234898881
1171   Moopiepower                    N/A                       Rookie     1466       76561199068477655
1172   Rene                           N/A                       Rookie     1466       76561198451985997
1173   Moratinos Adrian               N/A                       Rookie     1466       76561198994084743
1174   Wollyleperson                  N/A                       Rookie     1466       76561199494654725
1175   Diet Oxygen                    N/A                       D          1466       76561198174033185
1176   Flippa                         N/A                       Rookie     1466       76561199436231756
1177   Zeddwolff                      N/A                       D          1466       76561198096131852
1178   Kevin Kanuck                   N/A                       Rookie     1466       76561197993463507
1179   Player                         N/A                       Rookie     1466       76561199105884077
1180   Hyrocky                        N/A                       Rookie     1466       76561199238648826
1181   Serisiac                       N/A                       Rookie     1466       76561198284923220
1182   Efe                            N/A                       Rookie     1466       76561198017336328
1183   Bashizz                        N/A                       Rookie     1465       76561198173231893
1184   josh                           N/A                       Rookie     1465       76561199125553338
1185   Big Dean Energy                N/A                       Rookie     1465       76561198006737063;76561198301613804
1186   devon                          N/A                       Rookie     1465       76561198332795547
1187   Señor                          N/A                       Rookie     1465       76561198018499732
1188   IMEH  :S                       N/A                       Rookie     1465       76561199173315530
1189   ayrton                         N/A                       Rookie     1465       76561199203500022
1190   Fa_Con_L33t                    N/A                       D          1465       76561199112527559
1191   Agustin Noya                   N/A                       Rookie     1465       76561198262804779
1192   Sergius gp                     N/A                       Rookie     1464       76561199209526296
1193   MrTrandoshan                   N/A                       Rookie     1464       76561198864223936
1194   notyalc99                      N/A                       D          1464       76561198083019381
1195   exeter                         N/A                       Rookie     1464       76561197962584694
1196   King.R.                        N/A                       Rookie     1464       76561198044688059
1197   M4d Dr1Ft                      N/A                       Rookie     1463       76561198190618935
1198   rineyrineman                   N/A                       Rookie     1463       76561199101969461
1199   Antiflash                      N/A                       Rookie     1463       76561197996657294
1200   TheInferno37                   N/A                       D          1463       76561198854646289
1201   TooCozi                        N/A                       Rookie     1463       76561199154227650
1202   sushihaead46                   N/A                       Rookie     1463       76561199204996027
1203   Derek brochu                   N/A                       Rookie     1463       76561199591743896
1204   Marcelo                        N/A                       Rookie     1463       76561199149072304
1205   Alsop                          N/A                       Rookie     1463       76561199017802289
1206   Schpeiki                       N/A                       Rookie     1462       76561198059693563
1207   m9ql                           N/A                       Rookie     1462       76561199260777874
1208   V41VE350                       N/A                       Rookie     1462       76561198136592568
1209   FarmForReal                    N/A                       Rookie     1462       76561197960557968
1210   Xardenas                       N/A                       Rookie     1462       76561198295151648
1211   nudrg85                        N/A                       Rookie     1462       76561199082219047
1212   K4L3                           N/A                       Rookie     1462       76561198830536955
1213   DMI MARK                       N/A                       Rookie     1462       76561199218394064
1214   Demarcus Cousins               N/A                       Rookie     1462       76561197981292119
1215   Aruma                          N/A                       Rookie     1462       76561198090988419
1216   penguin                        N/A                       Rookie     1462       76561198354734639
1217   Valtonator                     N/A                       Rookie     1462       76561199004344103
1218   wrongobongo                    N/A                       Rookie     1462       76561197960918160
1219   Mike Oxmall                    N/A                       Rookie     1462       76561198141797050
1220   MSS                            N/A                       Rookie     1462       76561198340619543
1221   Avery Duvenage                 N/A                       Rookie     1462       76561198340704174
1222   DrumerBoy                      N/A                       Rookie     1462       76561198077745965
1223   NaughtyMon                     N/A                       Rookie     1462       76561198857655380
1224   Zizou                          N/A                       Rookie     1462       76561197993321531
1225   Brollo                         N/A                       Rookie     1461       76561198271124510
1226   MintyMango420                  N/A                       Rookie     1461       76561199158054172
1227   captnpoopieshoe                N/A                       Rookie     1461       76561198847969889
1228   Tebbiton                       N/A                       Rookie     1461       76561198294870983
1229   DrPhilHarvey                   N/A                       Rookie     1461       76561198298950828
1230   MeTurciosCH                    N/A                       Rookie     1461       76561198167261817
1231   TDN Delta                      N/A                       Rookie     1461       76561198365480450
1232   connor                         N/A                       Rookie     1461       76561199042637599
1233   Gabriel Sianturi               N/A                       Rookie     1460       76561198125255746
1234   Learning Centre                N/A                       Rookie     1460       76561198416215355
1235   Mopatis                        N/A                       Rookie     1460       76561198141293263
1236   ZeroKool                       N/A                       Rookie     1460       76561197978567942
1237   Layton Davies                  N/A                       Rookie     1460       76561198154525124
1238   Phillth                        N/A                       Rookie     1460       76561198842277292
1239   Aon Ryan                       N/A                       D          1460       76561198269003680
1240   CB                             N/A                       Rookie     1459       76561198358814784
1241   Szilard Toth                   N/A                       Rookie     1459       76561198857029814
1242   Cualo Racing                   N/A                       Rookie     1459       76561198291813784
1243   aVeryfullAshtray               N/A                       Rookie     1459       76561199022231294
1244   Dylan Alexander                N/A                       Rookie     1459       76561198059561750
1245   Adam                           N/A                       Rookie     1459       76561198389924350
1246   Alex Garcia                    N/A                       Rookie     1459       76561199044873623
1247   NonGamerPlays                  N/A                       Rookie     1459       76561198946423013
1248   PhatPuke                       N/A                       Rookie     1459       76561197986225981
1249   Logan                          N/A                       Rookie     1459       76561198377369625
1250   PlayerMM                       N/A                       Rookie     1459       76561199038920333
1251   Maleardo                       N/A                       Rookie     1458       76561198422278396
1252   ᴛ ʜ ᴏ ʀ                        N/A                       Rookie     1458       76561199124517924
1253   Im a mobile plaer              N/A                       Rookie     1458       76561198404654405
1254   jaljr, iosh                    N/A                       Rookie     1458       76561198178091223;76561199008053666
1255   Kamoli01                       N/A                       Rookie     1458       76561198413782766
1256   Sayem Rahman                   N/A                       D          1458       76561199052350148
1257   TakiKadafi                     N/A                       Rookie     1458       76561198330619047
1258   Torpes                         N/A                       Rookie     1458       76561198255917042
1259   XTGAMING1017                   N/A                       Rookie     1458       76561199205914386
1260   alvarezmartinezjuangabriel     N/A                       Rookie     1457       76561199223520971
1261   Deeno                          N/A                       D          1457       76561198368784814
1262   Player                         N/A                       Rookie     1457       76561199023120171
1263   yummynoodles                   N/A                       Rookie     1457       76561198881148192
1264   Rflxxx                         N/A                       Rookie     1457       76561199134867107
1265   Andrew                         N/A                       Rookie     1457       76561199266733238
1266   Andrew                         N/A                       Rookie     1457       76561199324903262
1267   LeCoche                        N/A                       Rookie     1457       76561198965829068
1268   Fioceen                        N/A                       Rookie     1457       76561198441661924
1269   hydradorgan                    N/A                       Rookie     1457       76561199820390706
1270   mfub                           N/A                       Rookie     1456       76561198093140745
1271   blackrap_                      N/A                       Rookie     1456       76561199208043311
1272   Broadcast                      N/A                       Rookie     1456       76561199562757940
1273   Juano                          N/A                       Rookie     1456       76561199543150210
1274   Jimi                           N/A                       Rookie     1456       76561199039384067
1275   Paul                           N/A                       Rookie     1456       76561198058687773
1276   Ogo                            N/A                       Rookie     1456       76561198204288292
1277   Rayco A. Gonzalez              N/A                       Rookie     1456       76561199042279610
1278   strattaracin                   N/A                       Rookie     1456       76561199217757592
1279   xJumpzZx                       N/A                       Rookie     1456       76561199023103213
1280   Ediit                          N/A                       Rookie     1455       76561198858181810
1281   KhaoticRedd                    N/A                       Rookie     1455       76561198873730536
1282   Zilicko                        N/A                       Rookie     1455       76561199055088594
1283   Brendan Tawa                   N/A                       D          1455       76561197968595430
1284   BHCJonnyBOP                    N/A                       Rookie     1455       76561198051615110
1285   teacherain                     N/A                       Rookie     1455       76561199109044236
1286   Lukáš Martinek                 N/A                       D          1455       76561198208917472
1287   GotYaFoo1                      N/A                       Rookie     1455       76561199219828600
1288   Jordan                         N/A                       Rookie     1455       76561199373141660
1289   testracer6991                  N/A                       Rookie     1455       76561198045469057
1290   Ben W                          N/A                       Rookie     1455       76561198154749511
1291   Iuri                           N/A                       Rookie     1455       76561198210679244
1292   JoyMestre                      N/A                       Rookie     1455       76561199436831182
1293   Suwu                           N/A                       Rookie     1454       76561197982163567
1294   Franchesco Bergolini           N/A                       Rookie     1454       76561198874647692
1295   darker                         N/A                       D          1454       76561198870562134
1296   Days                           N/A                       D          1454       76561198016114590
1297   EmeraldBlade                   N/A                       Rookie     1454       76561198958165542;76561199234898881
1298   DRIFT MOTORSPORTS INC.         N/A                       Rookie     1454       76561198841841942
1299   Marek Dubišar                  N/A                       D          1454       76561199563262741
1300   ignapro875                     N/A                       Rookie     1454       76561199138750505
1301   SS                             N/A                       Rookie     1454       76561199577372829
1302   Shard                          N/A                       Rookie     1454       76561199100803088
1303   4G63                           N/A                       Rookie     1453       76561198198718555
1304   Teedie                         N/A                       D          1453       76561198067212094
1305   migo                           N/A                       Rookie     1453       76561199389410990
1306   Ramiringo                      N/A                       Rookie     1453       76561198203269129
1307   Armando Barreda                N/A                       Rookie     1453       76561198376856146
1308   Caedon Allan                   N/A                       Rookie     1453       76561198307741755
1309   Nathaniel Dionisio             N/A                       Rookie     1453       76561199022365393
1310   Benjabanana                    benjabanana11             D          1453       76561199012197160
1311   Lucas Lindell                  N/A                       Rookie     1453       76561198979769974
1312   misterkief                     N/A                       Rookie     1453       76561199031013095
1313   Raytarra                       N/A                       Rookie     1453       76561198331671435
1314   Sunday Driver                  N/A                       Rookie     1452       76561198884171032
1315   Zoomer                         N/A                       Rookie     1452       76561198295025969
1316   Jake Johansen, Jesse Hoffart   N/A                       Rookie     1452       76561198006638300;76561198047230400
1317   Tomter                         N/A                       D          1452       76561198153969717
1318   Senorgoose                     N/A                       Rookie     1452       76561199096481674
1319   jbauman12                      N/A                       Rookie     1452       76561198058543649
1320   DankMan                        N/A                       Rookie     1452       76561198070707911
1321   kierantr19                     N/A                       Rookie     1452       76561199147232743
1322   dommooo                        N/A                       Rookie     1452       76561199215221537
1323   Ness                           N/A                       D          1452       76561198434108370
1324   Bruno26                        N/A                       Rookie     1452       76561199389912840
1325   kavernas88                     N/A                       Rookie     1451       76561199289688540
1326   Stark Odinson                  N/A                       D          1451       76561199093219431
1327   Pete                           N/A                       Rookie     1451       76561198076135492
1328   Oscarinetti                    N/A                       Rookie     1451       76561198420532794
1329   Wadleee                        N/A                       Rookie     1451       76561199469570585
1330   Mattias Ruiz                   N/A                       Rookie     1450       76561199222243032
1331   F1 Faruk                       N/A                       Rookie     1450       76561198290489427
1332   Kkevin156                      N/A                       Rookie     1450       76561199025874126
1333   Dylan                          N/A                       Rookie     1450       76561198090527894
1334   Stiggywiggy                    N/A                       Rookie     1450       76561198000437073
1335   Srivatsan Govind               N/A                       Rookie     1450       76561199150386049
1336   Ztormy                         N/A                       Rookie     1450       76561198158549507
1337   DJ C |-| A .I. N               N/A                       Rookie     1450       76561197985064896
1338   Eden                           N/A                       Rookie     1450       76561199092625490
1339   AnOstrichFarmer                N/A                       Rookie     1449       76561198068601144
1340   Moon                           N/A                       Rookie     1449       76561199068935511
1341   Zimali                         N/A                       Rookie     1449       76561198260908958
1342   Shlok G                        N/A                       Rookie     1449       76561198797230889
1343   Dawid Przebinda                N/A                       Rookie     1449       76561199062909354
1344   Blake Thomason                 N/A                       Rookie     1449       76561199015614805
1345   Mati Nowak Na Rowerze          N/A                       Rookie     1449       76561198044322648
1346   jero trnks                     N/A                       Rookie     1449       76561198286383340
1347   TiPSY                          N/A                       Rookie     1449       76561199265853059
1348   Photoshop                      N/A                       Rookie     1449       76561198399109060
1349   DikSteel                       N/A                       Rookie     1448       76561199140052606
1350   maverickbanz                   N/A                       Rookie     1448       76561198986814428
1351   João Moreira                   N/A                       Rookie     1448       76561198178975987
1352   esjaviiRacing                  N/A                       Rookie     1448       76561199532770646
1353   Jamoryot                       N/A                       Rookie     1448       76561198859630634
1354   JTPedz                         N/A                       Rookie     1448       76561198339288860
1355   StriVoX                        N/A                       Rookie     1448       76561199039060375
1356   strongheemo                    N/A                       Rookie     1448       76561199232973150
1357   vexman_20                      N/A                       Rookie     1448       76561199166914152
1358   twee                           N/A                       Rookie     1448       76561199001929426
1359   Crack Santa                    N/A                       Rookie     1448       76561197983424276
1360   Esiles Ʀ                       N/A                       Rookie     1447       76561198242660966
1361   wickedquickee                  N/A                       Rookie     1447       76561199004361377
1362   creaky ball joint              N/A                       Rookie     1447       76561199035047628
1363   XSViper07                      N/A                       Rookie     1446       76561198052472900
1364   m araujo                       N/A                       Rookie     1446       76561199054712842
1365   Miklepickle61                  N/A                       Rookie     1446       76561199191306111
1366   Duplex                         N/A                       Rookie     1446       76561198278122007
1367   ConnollyT                      N/A                       Rookie     1446       76561198156719378
1368   Wojciech Zych                  N/A                       Rookie     1446       76561198830158106
1369   Erick Jimenez                  N/A                       Rookie     1446       76561199227859453
1370   Reece52SRT                     N/A                       Rookie     1446       76561198356408918
1371   BOFA                           N/A                       Rookie     1445       76561199273022393
1372   Jinx25                         N/A                       Rookie     1445       76561198965733247
1373   harryholden05                  N/A                       Rookie     1445       76561198376694708
1374   GrilledPanini                  N/A                       Rookie     1445       76561199096568975
1375   Pedro pisetta                  N/A                       Rookie     1445       76561198282491799
1376   mackenzie87                    N/A                       Rookie     1445       76561198925091158
1377   verusel                        N/A                       Rookie     1444       76561199211004718
1378   SeasidePumpkin                 N/A                       Rookie     1444       76561198306217382
1379   WaifuQualityJello              N/A                       Rookie     1444       76561198087979390
1380   TONYSTRIIKE                    N/A                       Rookie     1444       76561199436312834
1381   Joao Barquette                 N/A                       Rookie     1444       76561199193426930
1382   Diego                          N/A                       Rookie     1444       76561198271879181
1383   toddmoonbounce                 N/A                       Rookie     1444       76561198152873248
1384   David Pearson                  N/A                       Rookie     1444       76561198051350540
1385   4R1TZ0GV                       aritzogv                  Rookie     1444       76561198074282802
1386   Louis                          N/A                       Rookie     1443       76561197981200670
1387   TikTok joshRGT                 N/A                       Rookie     1443       76561198251200594
1388   Anton Somero                   N/A                       Rookie     1443       76561199377900094
1389   Enzo M.                        N/A                       Rookie     1443       76561198356050768
1390   Egosmasher                     N/A                       Rookie     1443       76561199359327958
1391   Griffin                        N/A                       Rookie     1442       76561197995386243
1392   Georgi Choparinov              go60                      Rookie     1441       76561198008585393
1393   TurboViking                    N/A                       Rookie     1441       76561198247650264
1394   Chris C                        N/A                       Rookie     1441       76561198420613002
1395   Zen                            N/A                       Rookie     1441       76561198180396805
